has_healthy_diet,apple,banana,carrot,spinach,broccoli,orange,strawberry,grapes,gummy_candy
1.000000000000000000e+00,-1.617210030412470356e-01,-6.699950968782224514e-01,1.135274731653188596e+00,7.738911809098657502e-01,-1.606256818295382249e+00,-3.131539389082808045e-01,1.655154620167623991e-01,7.788297171210313286e-01,9.101014949397712162e-01
0.000000000000000000e+00,2.839060011754734880e-01,5.852475313588559880e-01,6.413680237815362617e-02,-6.738516881805606262e-01,-2.612643910412539849e-01,1.899118664010827212e-02,-3.467925001858987444e-02,-1.885572904443470588e+00,-3.974833349294312201e-01
0.000000000000000000e+00,5.620565308915186076e-02,-2.813699919057010002e-01,-2.468237955115857307e-01,4.879913708045873766e-01,-1.078957187048633859e+00,-1.628042213951211181e+00,-3.481697908366748195e-01,7.641144055017896619e-01,1.687553039486638484e+00
1.000000000000000000e+00,7.821282390947400520e-01,-1.468263759868847274e+00,-2.323672393767711730e-01,2.566343810815294169e-01,1.775911169235921960e-01,5.393045529428740492e-01,-9.170489464607607388e-01,6.494308755074261474e-02,4.203228297761290033e-01
0.000000000000000000e+00,8.256709533036594717e-01,-8.057181666127920527e-01,-3.451568672428980133e-01,-2.703817680073340224e+00,-6.214619675777741659e-01,-5.244148929710430451e-01,-1.019584508167443060e+00,1.656121502326516892e-01,-5.594543204526822994e-02
0.000000000000000000e+00,-2.259213877577611385e+00,2.155079693017564746e-01,-9.283241307890274241e-01,4.856889591905151349e-01,-1.281851247728665433e+00,3.000653853094012100e-02,-2.831633288865059161e-01,3.031018849503303580e-01,1.246972776513468467e-01
0.000000000000000000e+00,-2.551641750214544424e-01,-1.536272314044244691e+00,-1.477207963461031559e+00,-5.838869390922190039e-01,-8.279883929586969935e-03,-6.082479471991170117e-01,6.252119305794655579e-01,-2.792209192116836824e-01,-9.650127247795102781e-01
0.000000000000000000e+00,-2.780962929879093326e-01,2.258598363165523759e-01,3.248847188245844175e-01,1.878379131993129336e+00,-6.689093400034193948e-01,-7.347866159040038203e-02,4.261239468194263913e-01,-2.342295920081532284e-02,-5.006181459886531737e-01
0.000000000000000000e+00,-1.549257176344243536e+00,-5.108345590530155578e-01,-1.073702412717800980e+00,-1.726606681123778353e+00,-7.956788416705864453e-01,-1.047091720766454515e+00,5.837865452929481558e-01,6.010918374142937282e-01,-9.038792895808748229e-01
0.000000000000000000e+00,-2.602286305631211216e-01,-1.858242662112535415e+00,-4.943399501826941100e-01,3.989819007023456265e-01,8.249378896141027484e-01,nan,1.051854860527519753e+00,-1.515691921513471652e+00,-1.247627799143792515e+00
0.000000000000000000e+00,7.096618656378762546e-01,1.671121228563247296e+00,4.934319881836953803e-01,-4.034238653401242547e-02,-2.195183746522208601e+00,-2.022447056043479297e+00,1.294095368958689540e-01,-3.580626695711745522e-01,-1.105835182152117957e+00
0.000000000000000000e+00,6.553258083005071566e-02,1.151313675078095844e-01,9.444158685402725961e-01,1.366022830127007759e-01,1.228394368334384534e+00,7.994029548813362529e-03,-1.153349948073361109e-01,1.064312186247182268e+00,-9.784408800414344798e-01
1.000000000000000000e+00,2.814447453266161414e+00,3.752574781667358250e-01,3.808292528376731045e-01,5.250959739725975517e-01,1.877136475331642407e+00,7.925074116726066320e-01,-1.605055979003923605e+00,1.403470384767504298e+00,-3.408965794450172782e-01
1.000000000000000000e+00,1.071550728393234619e-01,-1.279253972175266485e+00,5.262020181238956651e-01,-6.513742900675522085e-01,1.001696379934737535e-01,-2.840990053607829746e-01,1.925012801735851875e+00,1.982260300145589627e+00,4.651317021474138391e-02
0.000000000000000000e+00,6.397771136885474497e-02,-3.734429663495150709e-01,1.106006291502786176e+00,-3.289198703333771623e-01,-4.213372746456993112e-01,9.785928636649644519e-01,nan,-3.775503444853058055e-02,-1.581310781510992802e+00
0.000000000000000000e+00,7.041903451231669164e-01,1.940866939181868700e+00,7.212253727997919306e-01,1.461799167547304990e+00,-8.461021361773308769e-01,2.363242820282006884e-01,-9.431599243693895573e-01,-2.277655455813428487e-01,7.722114773525048381e-01
1.000000000000000000e+00,1.018206131032986239e-01,-1.412641022601221596e+00,-1.315029105537753429e+00,-1.381163931490773766e+00,4.914525899395902897e-01,2.063894535656668250e+00,1.362458244000212870e+00,-1.895985199146064337e+00,1.421075938069783939e+00
1.000000000000000000e+00,9.364004170146471573e-01,-1.545299945528757712e+00,-3.032016167104975013e-01,1.095522411495809534e+00,5.504335109347853194e-01,-1.309095052387985625e+00,6.107421557961941749e-01,-2.137500596080587734e+00,-2.228221757572113604e-01
1.000000000000000000e+00,1.137956769400048751e+00,1.839421557131983367e-02,-4.989375499619458920e-01,8.893462537723492156e-01,9.747518150865814857e-01,1.310039692866950212e+00,8.743424284463873208e-01,1.081374793937146528e+00,7.329085574375345802e-01
0.000000000000000000e+00,2.655286491164719487e-01,nan,-2.372597190974020109e-01,-1.212368293059725710e+00,-9.553115088198087523e-01,-2.820144819352096710e-01,2.414521596024293004e-01,1.440812598004263201e+00,-4.179722787551252983e-02
0.000000000000000000e+00,1.003476290877663990e+00,1.079315656432120685e+00,-2.314467976887910061e-01,5.946902113701838521e-01,-2.435280417248615048e-01,1.322135894078476870e+00,6.358433382659322008e-01,-1.190483754688355322e+00,1.615246521538467317e-01
0.000000000000000000e+00,1.648112161823879651e+00,-1.812310345467011696e-01,4.477150300950681339e-01,5.458788377391452507e-01,-1.036622899164600486e+00,5.107079492135139231e-01,-1.393835152034625713e+00,-6.256241064013960962e-01,1.075722967494191940e+00
0.000000000000000000e+00,3.567562903083579817e-01,-3.044778077465269961e-01,4.464610212451874394e-01,-6.009224775513144490e-02,1.257850235183324838e-02,6.568185267201376298e-01,-7.273677406591319006e-01,4.033640555469069494e-02,-3.122681946066528935e-01
1.000000000000000000e+00,-1.585603374600255577e+00,-9.204557562492997613e-01,1.568206447063832165e+00,3.847233145852340663e-01,-1.323588301401389167e+00,-1.540354375848410617e+00,-1.121639001105839417e-01,1.561186533176482261e+00,-1.867581348043526324e-01
0.000000000000000000e+00,1.306999553404015968e+00,3.519307708186574235e-01,4.712504578458936444e-01,-1.335720509304569426e+00,9.375229217497575984e-01,-3.349320372736072082e-01,8.630924536109082501e-01,nan,1.770493475099124969e-01
0.000000000000000000e+00,3.520029539376314798e-01,-1.540333165758665246e-01,nan,-2.663970751925087699e-01,-6.490597530412793859e-01,1.605483382793964520e+00,1.048952866361442249e+00,-7.608647450481768049e-01,5.684443055946128975e-01
0.000000000000000000e+00,-7.426788547011530239e-01,-1.184684643662324177e+00,1.033809441398976237e+00,-1.704099625647405691e+00,9.268559135765411794e-01,-2.527223125730584941e-01,-2.115466030805286390e-01,4.097512196232896975e-01,5.811988119942523845e-01
1.000000000000000000e+00,nan,7.177256087500634152e-01,1.133705380252233996e-01,-1.256054792868038117e+00,nan,1.381279015558925849e+00,1.676594798245696571e+00,7.173484576086772702e-01,-1.190343488168370101e+00
0.000000000000000000e+00,4.906069024558882274e-01,8.508609038591927742e-01,7.257079833187221052e-01,7.849542886879181669e-01,3.632630792475308179e-01,-7.241233883054369602e-02,-6.083674959040183960e-01,-1.897935518501496333e+00,3.396417667133508345e-01
1.000000000000000000e+00,1.860528436521885487e-01,nan,-1.337543693292894131e+00,6.450166893150602876e-01,2.054545094620777057e+00,7.845013077791133937e-02,-6.166531920654082927e-02,3.090023560857009799e-01,2.032337024710337836e+00
0.000000000000000000e+00,-1.023647761699890912e+00,2.032069333939049427e-01,-7.996574222976441382e-01,-5.470047208449949627e-01,-4.959030788193934114e-02,1.347323241613558764e+00,1.800990600688736842e+00,4.481421446267063180e-01,-3.765947230234852894e-01
1.000000000000000000e+00,2.492738866638518402e+00,-4.275544813295201751e-01,-5.711359143597373178e-01,nan,1.396091569244743535e+00,9.682455923712940393e-01,2.417805536116445886e+00,-1.389523352218125840e+00,1.458170807479109543e+00
0.000000000000000000e+00,7.013551836612738621e-02,8.061002168001363266e-01,-1.647777141104471044e+00,1.468081822665297187e+00,7.865167513318304104e-01,-3.891003478621752470e-02,6.451126876611213978e-01,-7.654953010422491655e-01,-5.794400855816993490e-01
1.000000000000000000e+00,-4.634446136253962401e-01,nan,8.617584942033671425e-01,1.191593614182566263e+00,-7.013441497638416289e-01,3.482030159448187834e-01,-2.655404746292363005e-01,3.282739620810304904e-01,-6.275772412110292020e-01
1.000000000000000000e+00,nan,1.052074886023742550e+00,-6.387058512449259040e-02,2.022108950853475751e+00,4.630996479413996419e-02,-9.260780403504922376e-01,1.226940876435938854e+00,6.308001641460198039e-01,7.268728636964235656e-01
1.000000000000000000e+00,1.190600678867918649e+00,-6.527962938457945175e-01,-1.272533089852875554e-01,-1.714498314877932195e-01,-1.290746536915618359e+00,-2.635901501582434969e-01,1.336379457876824217e+00,nan,-1.346061327844987776e+00
1.000000000000000000e+00,-1.555839411664935001e+00,1.664776058748271392e+00,-9.031901025512999170e-02,-6.474102057016173362e-01,-2.739917648970031094e-01,-1.477307754317332078e+00,1.423095149511619750e+00,-3.930529375860296049e-01,1.367401527738421940e+00
1.000000000000000000e+00,5.165171444731515155e-02,1.429531974568439834e+00,2.566944990430853890e-01,8.532326628690759529e-01,7.190930460883367958e-01,6.232910662519707268e-01,3.479344771827105887e-01,-2.328507161155848881e-01,1.915434691572860171e+00
1.000000000000000000e+00,-9.069369850959007051e-01,4.307642343159692050e-03,1.488587520759544931e-02,4.024407533435214734e-01,-4.294726458945011260e-01,3.147463055895877715e-01,-1.688425852029661334e-01,-1.581952517437899219e+00,9.552286256846455673e-03
1.000000000000000000e+00,-1.100565333030151693e+00,-1.734385762448900969e+00,1.368733206893849585e-01,4.878833420195664572e-01,5.266980421045763805e-01,5.671707070196941869e-01,-1.932589020940610469e+00,-1.361016927907469531e+00,nan
0.000000000000000000e+00,-1.047208760077036116e+00,6.108410311366890832e-01,-6.869376216658460432e-01,7.967273926756446301e-02,-6.332542022735940801e-01,5.615411546196448223e-01,1.367741173166990565e-01,-4.482897736442336134e-01,-1.050172119680710336e+00
1.000000000000000000e+00,2.677741974925110791e-01,-1.212718799042590057e+00,4.274810421208384836e-01,2.626484909036900017e+00,1.350170051262012061e+00,7.183478868941628459e-01,-8.560729774114766988e-02,-1.938752627003525353e+00,-1.322286395900184264e+00
1.000000000000000000e+00,1.282792856102713541e+00,-7.897560801247798246e-01,-6.992520981640466537e-01,-1.656504756840214421e-01,-1.062046258846554680e+00,-1.226768734551636264e+00,-5.047407278142182485e-02,-8.915294546720362590e-01,-7.410185797788948481e-01
1.000000000000000000e+00,-7.811910261470059735e-01,5.223602138344686230e-01,-2.321256904953572786e-01,-1.785719678938536836e-01,5.969458973088832554e-01,-1.420396082329401510e-01,-2.782537684571728676e-01,4.704503555701708417e-01,6.681978435576310105e-01
0.000000000000000000e+00,-1.470734995086041830e-01,8.060777562052159895e-02,-7.817902297333280126e-01,-8.606830431645254853e-01,7.691475019668077007e-01,4.449420625446217081e-01,4.552984384165760789e-01,2.808543487255222293e-01,4.620327581495357189e-02
0.000000000000000000e+00,6.964118908227692195e-01,9.351087610227838409e-01,9.112280051906476164e-01,-1.007779159459868262e-01,1.386992729908838040e+00,2.284606817323211747e-01,6.323761925657984673e-01,2.820878908348797287e-01,2.470067074841741095e-01
1.000000000000000000e+00,-7.357519902503196763e-01,7.013508383448260330e-01,2.845294394907639024e+00,-3.747950747900832824e-01,7.099471542494815990e-02,-4.462052643472623759e-01,-4.880199015619345326e-01,1.544449478118672836e+00,-6.729710177274647043e-01
0.000000000000000000e+00,-4.740804733663612769e-01,nan,-7.576117245422473445e-01,-1.708399892953347710e+00,6.318046992119288330e-01,2.799697221837309513e+00,-3.666787936505221390e-01,-1.666757932990237334e+00,8.999996644297332260e-01
0.000000000000000000e+00,-7.269249589301568504e-01,1.299346930553540336e+00,-2.820290477899446979e-01,-6.318156890827807404e-01,-1.779575557456864743e-01,nan,-2.274206307556564388e-01,-4.967247027937054527e-01,-1.988316029788718131e-01
0.000000000000000000e+00,-1.271855184500884972e+00,3.970316022939801570e-01,-1.786726593844910171e+00,-4.441214543655153668e-01,7.593852088307432302e-01,3.030482829327167948e-01,5.903205729863902906e-01,-6.504567271880910828e-02,1.169746180985516748e+00
0.000000000000000000e+00,9.246991967697919534e-01,4.461410042476745552e-01,9.275457773135430406e-01,7.504235544035767758e-01,-4.394635133468902666e-01,-1.343898911691333575e+00,4.203621258426238350e-01,5.460892308314286847e-01,1.090471991138565411e+00
0.000000000000000000e+00,-9.363212750452934996e-01,-9.064310592771632757e-01,4.599002663077703668e-01,-7.116698885308664346e-02,-1.885761610571128122e+00,3.751081637541907599e-01,-1.852422914988954616e+00,-9.452565518733762051e-01,1.351681372860107144e+00
0.000000000000000000e+00,1.824879017807115256e+00,-1.215656368471961679e+00,-3.293915374126942797e-01,4.262252307870598167e-02,1.781226927581567976e+00,-4.928689478244015487e-01,-4.768840230332780927e-01,1.548725558462861862e+00,-3.747891527182580229e-01
0.000000000000000000e+00,7.222017089664575229e-01,-1.477142965112427486e+00,-1.712327440923262223e-01,nan,-1.055433780955704393e+00,8.392013551522633508e-01,-4.990539108671263047e-02,nan,-7.487496239809176002e-01
0.000000000000000000e+00,-2.206560732412827519e-01,3.011131671006936350e-01,9.829162064617618100e-01,-2.625146684096802296e+00,-8.317611742628097105e-01,1.590962421890057266e-01,-9.886311596228586351e-02,4.033762425267249929e-01,2.675402861265538390e-01
0.000000000000000000e+00,-3.048678629934072348e-01,-5.268531959871770587e-01,-2.455014897355008996e-01,1.148742349822742703e+00,-7.320079329057144202e-01,-6.280672314395548128e-02,1.833422139984210164e-01,1.560350929874458004e+00,-3.003082582363132413e-01
1.000000000000000000e+00,9.588066560109609338e-01,1.231979403265022199e+00,nan,-2.107189790767625137e-01,-3.290536720482161170e-01,-2.558231342425823507e-01,8.542398605768327657e-01,2.310099772555138931e-01,2.352897091698694099e-01
0.000000000000000000e+00,-1.125223510379834924e+00,-9.674900773752345140e-01,nan,-1.778257252886895901e-01,-7.747719955783601842e-01,1.431099165589297284e+00,2.818085486835520959e-01,5.781549168645215842e-01,-1.380470752815335933e-01
1.000000000000000000e+00,-3.186730905768041522e-01,-1.695863724972903608e-01,nan,-8.792740941989747594e-02,2.960330770426173319e-01,1.850463233843753885e+00,8.599906500521549424e-02,-2.334177042210304975e+00,-9.398543278462141715e-02
1.000000000000000000e+00,2.739504133108305872e+00,8.663662349850397293e-01,-8.108889438085886692e-01,5.911065144305567287e-01,-7.420134248897403140e-01,-1.353807519546857518e+00,-3.483693632340721935e-01,9.152643923886120969e-02,-1.872155502433395791e+00
0.000000000000000000e+00,-1.149159290538635858e+00,1.033556318235472581e-02,-4.081731759889541400e-01,3.948112711460907698e-01,-1.214668327308561446e+00,7.141137485533006757e-01,-1.183759097060194998e+00,1.642734301937629926e+00,-1.715758284378316567e+00
0.000000000000000000e+00,-1.092554270383412574e+00,nan,1.664233251497638122e+00,3.150430361161707382e-01,5.628579201823911138e-01,1.753690167305848105e-02,-1.026398454115193370e+00,-4.901383482393792956e-01,-1.211909719981276723e+00
1.000000000000000000e+00,-1.278709967776871625e+00,4.017489193197464337e-01,-1.123177982087961713e+00,3.195540067233613724e-01,-1.301822752221097668e+00,2.963830201167546585e-01,-4.886825689629625269e-01,1.406615533650644512e+00,3.237188955790649691e-01
1.000000000000000000e+00,1.235782892994141458e+00,-7.556467164251925439e-01,5.614334024416728353e-02,-9.810871581162783350e-01,-4.136052427444181223e-01,-2.621042227446290784e-01,-7.258582206871392328e-01,-1.215502858845695089e+00,-1.413517323652652813e+00
1.000000000000000000e+00,-2.339748115707397158e+00,-1.056346463503457844e+00,6.274938966718445199e-01,-1.598498532013282958e+00,-1.368122846253305047e+00,1.790898571232915071e+00,-6.364960498482540308e-01,3.210460091648357772e-01,6.423171465004946512e-01
1.000000000000000000e+00,6.625261297812802264e-01,-1.522314230608059704e+00,-2.310596798994902223e-01,-1.618227269518392131e+00,2.446317858910323384e+00,-1.594875264015600091e+00,nan,-1.040600854841504663e+00,-1.496660476722880384e+00
1.000000000000000000e+00,1.352593909756545365e+00,nan,-4.757491193126173745e-01,-1.320423146844410089e+00,-2.236925498726021200e+00,-2.441087185221014755e-01,-3.163654231614438372e-01,-6.512961263601445561e-01,2.213752539762283977e-01
1.000000000000000000e+00,3.951731428154863224e-01,3.230832579379006586e-01,-3.161248719684872088e-01,-1.101621829574261913e+00,6.658330978067158457e-01,1.251375942153045394e-02,nan,nan,-1.421762069047115551e+00
0.000000000000000000e+00,-1.434222207457603204e+00,-7.555407187405284164e-01,-1.056265408290667951e+00,7.552517759761007143e-01,3.513096759879177355e-01,1.099183993785310731e+00,3.964868174109182908e-01,2.086495818733690166e-01,1.199729780344170438e+00
1.000000000000000000e+00,4.697273397350484880e-01,6.810096343771880611e-02,1.480453033930685391e+00,1.151808831527900562e-01,-3.043406049179216422e-01,-8.378232587776496265e-01,7.030254590454112495e-01,1.237050541842468876e+00,-5.058740143343006673e-02
0.000000000000000000e+00,1.307915623779838610e+00,-1.970015031971575903e+00,-5.545337480791479728e-02,-4.009491210443619225e-02,-7.269943724073469893e-01,2.383861037981873210e+00,-6.619263268876116046e-02,-4.077307716044332730e-01,2.596211343350501854e-02
1.000000000000000000e+00,-2.002813738525829557e+00,-7.598679253449150961e-01,9.832399694454041494e-01,-6.289453549327747028e-01,-8.288751628002715144e-01,1.309525636514400349e+00,1.340254400951828906e+00,5.169904721611418008e-01,-4.551173340386672761e-01
1.000000000000000000e+00,nan,-8.041499615749589935e-01,-9.947731190286448477e-01,nan,-6.180544067852075107e-01,-1.034720990684744990e+00,-1.563705118543148975e+00,2.194026697539057380e-01,2.345955808934370723e-01
0.000000000000000000e+00,1.700792758428316676e+00,-6.683383683547026166e-01,2.961005896232705714e-01,3.127125792748016719e-01,-2.538375611255330733e-01,7.443335887496761449e-01,7.752291868507144024e-01,3.274110951975399697e-01,-2.556397050477955402e-01
1.000000000000000000e+00,-3.575301085545350421e-01,-1.367753898797059220e+00,-8.059177786176916491e-01,-6.220075239016878976e-01,-1.123971762429434085e+00,4.399239666876642585e-01,1.196627868987010013e+00,-9.080624323291500710e-01,2.834414357446371491e-01
0.000000000000000000e+00,-1.034111139529710233e+00,-3.049221709391621293e-01,-6.903295791777758206e-01,6.018956486064415135e-01,-6.787881738421782662e-01,1.011660413706646722e+00,-2.457207736621990213e-01,-6.496037095948308249e-01,-1.253305262345163040e+00
1.000000000000000000e+00,2.532045102953497939e-01,8.952184022261802099e-01,2.733212565368742242e-01,2.238831666414423882e+00,1.429787452470418163e+00,-3.075277647170155948e-01,-3.180274338070692708e-01,4.696967194853531868e-01,-8.380191804256851285e-01
0.000000000000000000e+00,1.166288306532486718e+00,3.616005218435837110e-01,2.564589108585327848e-01,6.869536677708163452e-01,1.722829883369058956e+00,1.709553521875051829e-01,-1.130403708713843547e-01,1.508719623322578363e+00,nan
1.000000000000000000e+00,-3.209798403837222924e-01,5.186448659020085651e-03,1.953809159387985828e-01,nan,-1.356599850939113949e+00,-1.542484607801560159e+00,nan,-9.647384430113422615e-01,-6.438240139725025513e-01
0.000000000000000000e+00,6.347106420900042734e-01,-1.689291563247383443e-01,1.963946050101882668e-01,-1.224303410042261619e+00,-4.616422029209451550e-01,5.872576617448403979e-01,5.949524581768017573e-01,-7.245738281879079423e-01,1.616623863795536020e-01
1.000000000000000000e+00,2.198847853482332138e+00,-1.759792925563813740e-02,-6.931869461424453593e-01,-1.737623893621602356e-01,9.217710752683304365e-02,-1.511683806905493865e-01,-3.135470067650179132e-02,-1.443446796936839638e+00,-9.626304750859512316e-01
1.000000000000000000e+00,-1.493352370714975397e-01,-1.652679700224367054e-01,nan,-1.770135860764369407e-01,6.101485541420535730e-02,8.894134565245253032e-01,-9.921173522605088169e-02,3.991032052982532163e-01,-5.416003014339210164e-01
1.000000000000000000e+00,5.720957235984819311e-01,3.757302976123567118e-01,8.658170031798194666e-01,7.134604624444877974e-01,5.887356228811461145e-01,-9.841740865778025871e-02,nan,1.063508928451526447e+00,-6.520745694027944017e-01
1.000000000000000000e+00,-6.284077786968655932e-01,1.814313979503619778e-01,4.152796902654534716e-01,-8.241064992640044773e-01,-7.476256341330836386e-02,-9.399877422878478994e-02,-2.215280115603470712e+00,-2.195939892587597253e-01,-1.573178328484662880e-01
1.000000000000000000e+00,-1.602929428230191466e-01,1.415914274577268150e+00,-1.215798298508875330e+00,-8.246225712046126866e-01,-2.612195798319334017e+00,-4.809166661741406945e-01,nan,-5.099771763342562103e-01,1.107677339483760015e+00
1.000000000000000000e+00,8.606175223369632032e-01,7.785672426730413931e-02,-3.706130535398622361e-01,1.026189668106863850e+00,nan,-8.182700389184578427e-01,nan,-4.413144938956826691e-01,7.546436171726086384e-01
0.000000000000000000e+00,2.276538689543089689e+00,6.161034618947591746e-02,-7.653555151203043083e-01,-1.184965208284213922e+00,5.519548963055987967e-01,-1.764616052384268441e+00,5.503451014048882373e-01,8.177116062629122828e-01,4.362794532328640451e-01
1.000000000000000000e+00,-2.196616719385574290e-01,5.649406535468145529e-01,1.709383711282999596e-01,-7.781238418605918028e-01,1.850412322375025731e+00,-3.516793796105163183e-01,nan,-2.418614282695714657e+00,1.276470882780929017e+00
0.000000000000000000e+00,1.468763744654581815e+00,2.983378712663821777e-02,5.587710347377584652e-01,5.585151816075627496e-01,-6.427835696407242505e-01,5.471223054393402618e-01,-8.086304698725553797e-01,-6.087569236453260757e-01,1.126943143212298715e+00
1.000000000000000000e+00,9.746576907002026946e-01,-7.063755021157925862e-01,-7.335763435010406175e-01,-6.455966024576721418e-01,7.326395664654907769e-01,-9.999847808103971003e-01,3.567126390359525723e-01,7.468468106342945889e-01,-8.824545029310011668e-02
0.000000000000000000e+00,1.010063696864927696e+00,nan,-2.138556009939144020e-01,-9.772462311318564909e-01,1.017177347620205285e+00,-7.665204469788703401e-01,3.497718177150592189e-01,-7.131606712593475950e-02,-1.052783063111662587e+00
1.000000000000000000e+00,-6.091031438233207584e-01,nan,2.016575426344805189e-01,nan,3.053282873486918292e-01,-1.461140315945451129e-01,3.454046402244181468e+00,2.851238413422724216e-01,-3.806248470663645134e-01
1.000000000000000000e+00,1.420027917787104244e+00,-1.841036167292845471e+00,9.432015638109744748e-02,1.994428494681072639e+00,-1.161992843597540598e-01,nan,-3.959179644105977336e-01,1.454518040959036806e+00,3.760695963207711379e-01
0.000000000000000000e+00,-8.388561095125177669e-01,-6.852428071790239716e-01,-5.597002711498133554e-01,3.611978840539961655e-01,1.338196132938653138e+00,1.052423012799170943e+00,4.560121821091284722e-01,-1.331644760057483223e+00,-1.327932513993441255e+00
1.000000000000000000e+00,5.332520212137633608e-01,-1.345471097932894322e+00,-2.255670210686042676e-01,3.041504461861769815e-01,-1.137593995362688792e+00,-1.024262334358863491e+00,-9.412106456781865749e-02,5.036502875240538302e-01,1.061518770413756751e+00
1.000000000000000000e+00,6.070534347705518474e-01,7.365659499219452677e-02,-7.461947535570493395e-01,-1.070906995844519205e+00,-5.108770883291475773e-01,4.099355849805671470e-01,3.366237066273428669e-01,-2.099901985725122433e+00,-7.856770282675029637e-01
1.000000000000000000e+00,1.204507551606155857e+00,7.921504780413943236e-02,-1.417008913102985934e+00,2.355821181598151348e+00,-2.894173231476464270e-02,3.843339593134079690e-01,3.995247560451344881e-01,-3.675954661601860685e-01,-7.275736818213942581e-01
0.000000000000000000e+00,2.121674985065940433e+00,1.003205869617750601e+00,8.219372011086765184e-01,5.762891917182106916e-01,-1.003317390361684547e+00,1.277530191740273713e+00,-8.431326580117493030e-01,2.832867981506457244e-01,-1.639389905464568864e+00
1.000000000000000000e+00,-2.040858850647519596e+00,3.182912026531147243e-01,-8.090992671949081005e-01,-1.989167571297273174e+00,5.406095029470755486e-01,2.120080771050789181e+00,1.389560258580061713e+00,-2.573178852656725080e-01,8.845306696945720581e-03
1.000000000000000000e+00,8.877062567839132390e-01,1.122128019834906842e+00,-3.435357188256987215e-01,3.417771572457429380e-02,3.006148067645364463e-01,5.538763202788318241e-01,-1.330764420112669211e-01,-1.200852450687442674e-01,1.379832329754388187e+00
0.000000000000000000e+00,1.209520702442886231e+00,4.774105734360882813e-01,1.719109070022928565e+00,-3.864457622264170222e-01,1.622973448629380533e+00,5.425154435355504789e-01,3.271026122214589549e+00,-1.192481926782477775e+00,-6.893452522173415531e-01
0.000000000000000000e+00,4.187978282005476727e-01,3.972340529789918917e-01,1.950138984175018519e+00,-6.683746832995338671e-01,9.049185186938842884e-01,1.162463004681995704e+00,7.046478322206475298e-01,-9.609963419243200411e-01,1.407758805254198053e+00
0.000000000000000000e+00,1.229324931315413760e+00,5.995845197903774126e-01,2.043476872089541319e-01,2.261080100443712826e-01,-7.873579223937772487e-02,6.407851342526418303e-01,3.113485294497755559e-02,-8.485249753526412642e-01,-1.048591644827592040e+00
1.000000000000000000e+00,-7.520362536522920971e-01,2.221322425494517694e-01,-2.695583643520732195e-02,2.153437932887492245e-01,5.008131335461110112e-01,-6.273209259168789353e-01,1.465660168345347847e+00,-2.677108270474743978e-01,-4.334269847815089838e-01
0.000000000000000000e+00,4.823862373324523944e-01,-1.836510202375072787e+00,-7.905344497229193079e-01,9.810727986918329480e-01,-1.737421929062110681e+00,1.117574196933155850e+00,1.511136566359134736e+00,-3.694553378237483421e-01,2.918127674263100713e-01
1.000000000000000000e+00,1.119087084851026592e+00,-4.667891880435197094e-01,8.677755205261814542e-01,-6.711487951306716049e-01,-4.776022933331793285e-01,-7.993364643249737389e-01,3.426471991948034090e-01,1.157969052565549495e+00,-1.841129321171642852e-01
1.000000000000000000e+00,-1.271249159912403170e+00,-1.082706822286815695e+00,3.945994213705403819e-01,1.844116413394269349e+00,3.937249993143975280e-01,-3.868965506512526686e-01,7.661839668502841150e-01,-2.394986355867463612e-01,-3.782852173642063942e-01
0.000000000000000000e+00,-9.584591056952636023e-01,1.408448844246355858e+00,-2.539207917495663658e+00,7.978592002792692650e-01,-4.637449377975368936e-01,-4.103407314516127058e-01,1.692315156117812469e+00,-7.141310922000513317e-01,-6.800691540284101722e-01
1.000000000000000000e+00,-1.303942389195303642e-01,4.138473858122382332e-01,-4.418557822928694256e-01,-1.573858930535885436e+00,-8.656981808817654223e-01,1.281333856464519361e+00,7.477678913551144557e-02,4.510872837038220617e-01,-2.614212071730375730e-01
1.000000000000000000e+00,-6.594976961732695875e-01,1.677569449875411012e+00,-1.881918570510806576e-01,-4.433698795271268644e-01,1.096142366355339570e+00,-7.223603588673852549e-01,-5.947273437739967195e-01,1.024668401689800279e-02,2.701040881797017279e-04
0.000000000000000000e+00,2.596113479032143845e-01,2.091669089395487902e+00,3.362482463523704390e-01,-2.378053962750800387e+00,3.262989434315609061e-01,3.787999448959882692e-02,4.345002435145765840e-02,2.459473093961707102e-01,-2.867828767479937632e-02
0.000000000000000000e+00,-5.261209305538900455e-02,6.130442097707861082e-01,-5.420807971945009740e-01,-9.476863356391755921e-01,3.023781452622391175e+00,-7.158574437812333935e-01,1.001429124600764636e-01,-1.495660250875367359e+00,1.164684150514219141e-01
0.000000000000000000e+00,-9.332255506893351038e-01,-4.424729428500109307e-01,nan,4.720095683780737295e-01,5.684095245748190806e-01,-1.771204838391862824e+00,1.836895169829012797e+00,-1.191881310941875105e+00,1.528560814293864922e+00
0.000000000000000000e+00,1.021543865981486165e+00,5.773327417846800813e-01,-8.549847809083814809e-01,1.515898448195229231e-01,-4.709214106448598169e-01,2.903957150529181547e-02,-2.498722590855598780e-01,-2.038610506572408276e+00,1.121784150984588058e+00
0.000000000000000000e+00,-8.110715654936116736e-02,-4.848003995022370227e-01,-5.603272328297677074e-01,3.584595763667681734e-01,-8.937563382944722079e-01,-2.255175558474043385e+00,4.071298032082761309e-01,5.191029979568216879e-01,-1.996318246776329075e-01
